scan,ctemp,angle,intensity,shift,fitted_center,fitted_sigma,is_shifted
99,820.00562,16.4881,558.42448,0.0,16.452432633471865,0.1723372831737849,False
99,820.00562,20.36112,286.12626,0.0,20.3161604045572,0.19029154140876967,False
100,819.98438,28.88886,1020.11138,0.0,28.875079153864306,0.08349975560280877,False
100,819.98438,16.4881,557.94868,0.0,16.452847112054442,0.17219570108993457,False
100,819.98438,20.36112,284.95676,0.0,20.316259388736732,0.19021294426772892,False
101,819.96289,28.88886,1020.9336999999999,0.0,28.875098086056703,0.08346621454726168,False
101,819.96289,16.4881,559.2988200000001,0.0,16.453397235036174,0.17128357043265116,False
101,819.96289,20.36112,285.1327,0.0,20.316715519582843,0.19042175834791877,False
102,819.99377,28.88886,1013.7945399999999,0.0,28.875244715918928,0.0833537685244857,False
102,819.99377,16.4881,558.88544,0.0,16.453258215264178,0.1711896210814996,False
102,819.99377,20.36112,284.18946,0.0,20.31644086266299,0.19035296649715636,False
103,819.98511,28.88886,1034.69926,0.0,28.875126829063422,0.08336810476795659,False
103,819.98511,16.4881,566.19842,0.0,16.453956972258283,0.17097136789149314,False
103,819.98511,20.36112,287.83744,0.0,20.316414179898157,0.1895890906505193,False
104,819.98022,28.88886,1033.3121800000001,0.0,28.875103976948306,0.08322759286991385,False
104,819.98022,16.4881,564.70238,0.0,16.453128315025108,0.17119979897602505,False
104,819.98022,20.36112,286.65256000000005,0.0,20.31664332741197,0.19038932428686328,False
105,819.97137,28.88886,1031.3732599999998,0.0,28.874993596975795,0.08336770140621046,False
105,819.97137,16.4881,563.0088,0.0,16.453597770207754,0.17121220234131365,False
105,819.97137,20.36112,286.43762000000004,0.0,20.316328689770447,0.19013708073571953,False
106,819.98431,28.88886,1031.82366,0.0,28.875478919448202,0.08312255618425715,False
106,819.98431,16.4881,562.18738,0.0,16.453950492542457,0.17089777579472654,False
106,819.98431,20.36112,286.77185999999995,0.0,20.316956470720545,0.1890892667696225,False
107,819.97827,28.88886,1029.20858,0.0,28.87510281964147,0.08311115126684658,False
107,819.97827,16.4881,560.9286999999999,0.0,16.45354437456315,0.1713633709242984,False
107,819.97827,20.36112,285.72748,0.0,20.31715272596732,0.18971566991518404,False
108,819.99731,28.88886,1028.03458,0.0,28.87474290476898,0.08305461959963656,False
108,819.99731,16.4881,559.5912,0.0,16.4536756883508,0.1709189694289834,False
108,819.99731,20.36112,286.09918,0.0,20.316839132226242,0.18888266871108125,False
109,820.02063,28.88886,1023.8977000000001,0.0,28.875281829751092,0.08322558744695281,False
109,820.02063,16.4881,558.64406,0.0,16.453655010669515,0.17110952734339963,False
109,820.02063,20.36112,283.82618,0.0,20.31631486092823,0.19014256933094967,False
110,819.99377,28.88886,1026.3510600000002,0.0,28.874905793676565,0.08314776312816616,False
110,819.99377,16.4881,558.2708,0.0,16.453387837934102,0.1711951412180894,False
